model,horizon,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
ensemble,20,0.5831660370909316,1026.0,974.6464556982953,453.7095017675837,-51.35354430170479,-0.05005218742856217,144.0
ensemble,21,0.6507707115635444,1105.0,1013.2946942152661,417.71604153464625,-91.70530578473398,-0.08299122695451039,144.0
ensemble,22,0.6514516704433628,1162.0,973.8110964668731,456.2205163252562,-188.18890353312702,-0.16195258479615063,144.0
ensemble,23,0.5563571784146922,1018.0,953.1178087994829,485.36900336608954,-64.88219120051713,-0.06373496188655907,144.0
ensemble,24,0.6174982365342001,1148.0,914.1707389534905,482.74162807326684,-233.82926104650957,-0.2036840253018376,144.0
ensemble,25,0.5882491636182081,1107.0,930.1182312363236,493.594220227623,-176.8817687636764,-0.159784795631144,144.0
ensemble,26,0.6031749298910751,1202.0,950.0274475262142,509.39889339286236,-251.97255247378575,-0.20962774748235088,144.0
ensemble,27,0.5605873562451462,1046.0,990.8758583528324,482.74645765184744,-55.12414164716746,-0.052699944213353216,144.0
ensemble,28,0.6096381107865018,1153.0,1029.3852618638734,480.9255937818984,-123.61473813612653,-0.10721139474078624,144.0
ensemble_bias_global,1,0.6685074543288884,1003.0,934.0590804407093,400.7507490798236,-68.94091955929068,-0.06873471541305153,144.0
ensemble_bias_global,2,0.5859851304367732,982.0,915.7322921117237,450.96423382444436,-66.26770788827622,-0.06748239092492486,144.0
ensemble_bias_global,3,0.49569895839265093,869.0,876.5532736241024,474.2545984494991,7.5532736241023315,0.008691914412085536,144.0
ensemble_bias_global,4,0.5559804692042,962.0,894.2388278940209,473.2523952982931,-67.761172105979,-0.07043780884197401,144.0
ensemble_bias_global,5,0.5626622006653721,1024.0,918.0609404848451,498.9888095378585,-105.93905951515498,-0.10345611280776854,144.0
ensemble_bias_global,6,0.6063869933155142,1010.0,962.0974627804305,438.36277075480405,-47.90253721956928,-0.047428254672840876,144.0
ensemble_bias_global,7,0.6106536915254561,963.0,1005.0541337502343,430.90206373527496,42.054133750234264,0.04366992082059633,144.0
ensemble_bias_global,8,0.6905823463344374,1050.0,962.1531395619982,383.8910076726947,-87.84686043800176,-0.08366367660762072,144.0
ensemble_bias_global,9,0.5719285720427376,1063.0,944.173726280567,492.1046571867337,-118.82627371943283,-0.11178388872947585,144.0
ensemble_bias_global,10,0.5472832277507327,967.0,905.3637803196788,480.82543015689555,-61.63621968032119,-0.06373962738399296,144.0
ensemble_bias_global,11,0.5479469105610383,1059.0,923.5988853950591,510.878759783029,-135.40111460494086,-0.12785752087340968,144.0
ensemble_bias_global,12,0.6168916808384546,1100.0,945.0836752729747,471.32071112776384,-154.91632472702523,-0.14083302247911383,144.0
ensemble_bias_global,13,0.5840799828809347,998.0,991.3084630459374,450.39996484178846,-6.691536954062666,-0.006704946847758183,144.0
ensemble_bias_global,14,0.6422355600419617,1054.0,1033.4779619685057,404.30187934149217,-20.52203803149422,-0.01947062431830571,144.0
